J1846-0258	G029.7-00.3	HBRP	48800000000000.0	0.3265712883	7.11e-12	0.002	1770.0	728.1430592456434	1690.0	1850.0
J1852+0040	G033.6+00.1	CCO	30500000000.0	0.1049126111	8.68e-18	0.10491109168103734	5550.0	191609168.48329526	4400.0	6700.0
J1853-0004	G032.8-00.1	PSR	761000000000.0	0.1014371027	5.57e-15	0.09897406206245492	13850.0	288702.1089175752	5700.0	22000.0
J1856+0113	G034.7-00.4	PSR	7550000000000.0	0.2674396099	2.08e-13	0.2050573643160912	8400.0	20383.122309582457	7900.0	8900.0
J1857+0143	G035.6-00.4	PSR	2110000000000.0	0.1397600645	3.12e-14	0.13747812485653535	2300.0	71012.8288965579	2300.0	2300.0
J1906+0722	G041.1-00.3	PSR	2020000000000.0	0.1115241365	3.59e-14	0.10769349803758221	3325.0	49247.33525805318	1350.0	5300.0
J1913+1011	G044.5-00.2 *	PSR	352000000000.0	0.0359086128	3.37e-15	0.01609081320403587	135000.0	168918.43243660257	70000.0	200000.0
J1930+1852	G053.4+00.0	PSR	10300000000000.0	0.136855047	7.51e-13	0.002	3500.0	2888.877966136042	2000.0	5000.0
J1932+1916 	G054.4-00.3	PSR	4460000000000.0	0.2082149039	9.32e-14	0.002	61000.0	35416.38383781342	61000.0	61000.0
J1952+3252	G069.0+02.7 *	PSR	486000000000.0	0.03953119285	5.84e-15	0.02624782050654111	60000.0	107308.81216828381	60000.0	60000.0
J1957+2831	G065.1+00.6	PSR	990000000000.0	0.3076828652	3.11e-15	0.29872440235589487	90000.0	1568379.790272955	40000.0	140000.0
J2021+4026	G078.2+02.1	PSR	3850000000000.0	0.2653176609	5.47e-14	0.24373714228592308	12000.0	76893.06081247919	8000.0	16000.0
J2047+5029	G089.0+04.7	PSR	1380000000000.0	0.4459445574	4.18e-15	0.44443907210052624	11400.0	1691269.8290012227	4800.0	18000.0
J2229+6114	G106.3+02.7	PSR	2030000000000.0	0.05162357393	7.83e-14	0.025257154767517633	7950.0	10451.884960693753	3900.0	12000.0
J2337+6151	G114.3+00.3	PSR	9910000000000.0	0.495369868	1.93e-13	0.44604232473710187	7700.0	40689.335033069285	7700.0	7700.0
SGR 0501+4516 	G160.9+02.6	SGR	190000000000000.0	5.7620695	5.94e-12	4.523629980325921	5900.0	15378.017919631744	2600.0	9200.0
SGR 1627-41	G337.0-00.1	SGR	220000000000000.0	2.594578	1.9e-11	0.002	5000.0	2164.8182758735775	5000.0	5000.0
SGR 1935+2154	G057.2+00.8	SGR	220000000000000.0	3.25	1.43e-11	0.002	55500.0	3602.928460252493	16000.0	95000.0
